Voucher_No,Date,Account_Head,Party_Name,Debit_Amount,Credit_Amount,Narration,Cost_Center,Created_By
RET/24-25/106705,2024-05-21 10:10:00,Vendor Purchase - FMCG,Amul Dairy Dist.,295.32,0.0,Being vendor purchase - fmcg recorded for Amul Dairy Dist.,Dairy Section,cashier_rahul
RET/24-25/102392,2025-02-28 14:04:00,POS Cash Sales,UPI / Card Swipes,0.0,191.43,Being pos cash sales recorded for UPI / Card Swipes,Express Checkout,store_mgr_sharma
RET/24-25/124343,2024-08-28 19:56:00,POS Cash Sales,Walk-in Customer,0.0,1957.15,Being pos cash sales recorded for Walk-in Customer,Dairy Section,accountant_verma
RET/24-25/104373,2024-09-26 16:59:00,POS Cash Sales,Walk-in Customer,0.0,1597.09,Being pos cash sales recorded for Walk-in Customer,Express Checkout,cashier_amit
RET/24-25/124091,2024-04-26 09:19:00,Petty Cash Expenses,Sundry Creditors Pool,1211.06,0.0,Being petty cash expenses recorded for Sundry Creditors Pool,Store Godown,store_mgr_sharma
RET/24-25/105728,2025-03-31 17:20:00,POS Cash Sales,Walk-in Customer,0.0,1598.17,Being pos cash sales recorded for Walk-in Customer,Retail Counter 2,store_mgr_sharma
RET/24-25/108100,2024-12-21 11:28:00,Vendor Purchase - Staples,Amul Dairy Dist.,59.45,0.0,Being vendor purchase - staples recorded for Amul Dairy Dist.,Dairy Section,store_mgr_sharma
RET/24-25/103576,2024-10-19 15:59:00,Vendor Purchase - Staples,Sundry Creditors Pool,454.16,0.0,Being vendor purchase - staples recorded for Sundry Creditors Pool,Dairy Section,store_mgr_sharma
RET/24-25/110752,2024-08-17 10:03:00,POS Cash Sales,UPI / Card Swipes,0.0,72.02,Being pos cash sales recorded for UPI / Card Swipes,Retail Counter 2,cashier_rahul
RET/24-25/124256,2024-10-30 09:32:00,POS Cash Sales,Walk-in Customer,0.0,1312.65,Being pos cash sales recorded for Walk-in Customer,Back Office,store_mgr_sharma
RET/24-25/104516,2024-11-13 12:47:00,POS Cash Sales,Walk-in Customer,0.0,778.48,Being pos cash sales recorded for Walk-in Customer,Store Godown,cashier_priya
RET/24-25/120814,2024-12-15 12:16:00,Packaging Materials,Daily Fresh Veggies Co.,4853.73,0.0,Being packaging materials recorded for Daily Fresh Veggies Co.,Retail Counter 1,accountant_verma
RET/24-25/102796,2024-11-15 15:05:00,UPI / Card Collections,Walk-in Customer,0.0,2821.62,Being upi / card collections recorded for Walk-in Customer,Retail Counter 2,cashier_amit
RET/24-25/121757,2024-04-11 21:25:00,POS Cash Sales,Walk-in Customer,0.0,2355.67,Being pos cash sales recorded for Walk-in Customer,Back Office,cashier_priya
RET/24-25/SUN-302083,2025-01-05 22:14:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4324.07,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/100072,2024-05-06 21:17:00,UPI / Card Collections,UPI / Card Swipes,0.0,1278.48,Being upi / card collections recorded for UPI / Card Swipes,Grocery Section,accountant_verma
RET/24-25/109594,2024-05-26 10:54:00,Packaging Materials,SafeGuard Security Agency,1531.58,0.0,Being packaging materials recorded for SafeGuard Security Agency,Retail Counter 2,cashier_priya
RET/24-25/123693,2025-03-09 16:59:00,Staff Welfare & Tea,SafeGuard Security Agency,1100.2,0.0,Being staff welfare & tea recorded for SafeGuard Security Agency,Back Office,store_mgr_sharma
RET/24-25/123402,2024-05-24 19:00:00,UPI / Card Collections,Walk-in Customer,0.0,2342.6,Being upi / card collections recorded for Walk-in Customer,Store Godown,cashier_priya
RET/24-25/SUN-300134,2025-03-23 23:42:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4466.69,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/110981,2025-01-11 12:09:00,Vendor Purchase - Staples,City Bright Electricals,1977.47,0.0,Being vendor purchase - staples recorded for City Bright Electricals,Store Godown,cashier_priya
RET/24-25/110099,2024-12-20 21:40:00,POS Cash Sales,Walk-in Customer,0.0,627.59,Being pos cash sales recorded for Walk-in Customer,Express Checkout,cashier_priya
RET/24-25/111438,2024-04-18 18:18:00,UPI / Card Collections,Walk-in Customer,0.0,2170.19,Being upi / card collections recorded for Walk-in Customer,Grocery Section,accountant_verma
RET/24-25/101325,2024-08-19 10:52:00,Petty Cash Expenses,Rapid Logistics Services,102.71,0.0,Being petty cash expenses recorded for Rapid Logistics Services,Grocery Section,store_mgr_sharma
RET/24-25/122681,2024-05-02 15:10:00,UPI / Card Collections,Walk-in Customer,0.0,272.47,Being upi / card collections recorded for Walk-in Customer,Retail Counter 2,cashier_amit
RET/24-25/104453,2024-09-15 21:48:00,UPI / Card Collections,Walk-in Customer,0.0,1969.53,Being upi / card collections recorded for Walk-in Customer,Express Checkout,cashier_rahul
RET/24-25/110221,2024-12-07 09:43:00,Vendor Purchase - Staples,Sundry Creditors Pool,1034.69,0.0,Being vendor purchase - staples recorded for Sundry Creditors Pool,Dairy Section,cashier_rahul
RET/24-25/120438,2024-06-18 20:43:00,POS Cash Sales,Walk-in Customer,0.0,1952.11,Being pos cash sales recorded for Walk-in Customer,Express Checkout,cashier_priya
RET/24-25/116819,2024-11-29 12:28:00,POS Cash Sales,UPI / Card Swipes,0.0,3142.25,Being pos cash sales recorded for UPI / Card Swipes,Store Godown,accountant_verma
RET/24-25/117903,2024-05-01 15:11:00,Vendor Purchase - FMCG,Daily Fresh Veggies Co.,421.56,0.0,Being vendor purchase - fmcg recorded for Daily Fresh Veggies Co.,Dairy Section,cashier_rahul
RET/24-25/108361,2024-07-21 10:55:00,POS Cash Sales,UPI / Card Swipes,0.0,1870.75,Being pos cash sales recorded for UPI / Card Swipes,Express Checkout,cashier_amit
RET/24-25/114962,2025-02-23 11:09:00,UPI / Card Collections,UPI / Card Swipes,0.0,1945.84,Being upi / card collections recorded for UPI / Card Swipes,Dairy Section,cashier_amit
RET/24-25/118530,2024-04-09 20:53:00,Vendor Purchase - FMCG,City Bright Electricals,3581.63,0.0,Being vendor purchase - fmcg recorded for City Bright Electricals,Retail Counter 2,accountant_verma
RET/24-25/115755,2024-07-22 14:07:00,Petty Cash Expenses,Metro Cash & Carry,437.9,0.0,Being petty cash expenses recorded for Metro Cash & Carry,Retail Counter 2,accountant_verma
RET/24-25/118021,2025-02-19 16:26:00,UPI / Card Collections,Walk-in Customer,0.0,20962.74,Being upi / card collections recorded for Walk-in Customer,Express Checkout,cashier_priya
RET/24-25/SUN-300336,2025-03-30 22:49:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4438.38,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/SUN-301092,2024-08-04 22:41:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4456.38,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/119025,2024-09-16 16:51:00,POS Cash Sales,Walk-in Customer,0.0,1505.84,Being pos cash sales recorded for Walk-in Customer,Store Godown,accountant_verma
RET/24-25/110914,2025-01-01 17:53:00,POS Cash Sales,UPI / Card Swipes,0.0,473.25,Being pos cash sales recorded for UPI / Card Swipes,Grocery Section,accountant_verma
RET/24-25/SUN-301610,2024-08-11 22:40:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4830.17,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/125468,2024-07-17 13:52:00,Vendor Purchase - Staples,Metro Cash & Carry,547.9,0.0,Being vendor purchase - staples recorded for Metro Cash & Carry,Retail Counter 2,accountant_verma
RET/24-25/114425,2024-08-24 19:53:00,Staff Welfare & Tea,SafeGuard Security Agency,18102.97,0.0,Being staff welfare & tea recorded for SafeGuard Security Agency,Back Office,store_mgr_sharma
RET/24-25/RND-201244,2024-06-08 13:36:00,Staff Welfare & Tea,Cashier Petty Cash Pool,25000.0,0.0,Urgent cash settlement round voucher - Staff Welfare & Tea,Back Office,cashier_amit
RET/24-25/118503,2024-09-14 15:30:00,Vendor Purchase - Staples,Amul Dairy Dist.,14929.0,0.0,Being vendor purchase - staples recorded for Amul Dairy Dist.,Retail Counter 2,cashier_amit
RET/24-25/115264,2024-12-09 11:30:00,POS Cash Sales,Walk-in Customer,0.0,1997.2,Being pos cash sales recorded for Walk-in Customer,Retail Counter 2,cashier_amit
RET/24-25/101821,2024-05-28 18:27:00,Packaging Materials,Daily Fresh Veggies Co.,1480.16,0.0,Being packaging materials recorded for Daily Fresh Veggies Co.,Retail Counter 2,cashier_rahul
RET/24-25/123121,2024-11-18 13:48:00,Vendor Purchase - Staples,Cashier Petty Cash Pool,527.49,0.0,Being vendor purchase - staples recorded for Cashier Petty Cash Pool,Grocery Section,cashier_amit
RET/24-25/115056,2025-01-25 17:26:00,UPI / Card Collections,Walk-in Customer,0.0,776.01,Being upi / card collections recorded for Walk-in Customer,Retail Counter 1,cashier_rahul
RET/24-25/118459,2024-07-07 13:13:00,Petty Cash Expenses,Hindustan Consumer Supplies,5273.44,0.0,Being petty cash expenses recorded for Hindustan Consumer Supplies,Retail Counter 1,accountant_verma
RET/24-25/112909,2024-06-28 12:57:00,Petty Cash Expenses,Cashier Petty Cash Pool,1415.08,0.0,Being petty cash expenses recorded for Cashier Petty Cash Pool,Retail Counter 1,cashier_rahul
RET/24-25/108174,2025-02-23 13:52:00,UPI / Card Collections,Walk-in Customer,0.0,726.34,Being upi / card collections recorded for Walk-in Customer,Retail Counter 1,accountant_verma
RET/24-25/103497,2025-03-24 21:18:00,POS Cash Sales,UPI / Card Swipes,0.0,1258.26,Being pos cash sales recorded for UPI / Card Swipes,Express Checkout,accountant_verma
RET/24-25/124168,2024-06-01 13:15:00,Staff Welfare & Tea,Metro Cash & Carry,3046.08,0.0,Being staff welfare & tea recorded for Metro Cash & Carry,Store Godown,store_mgr_sharma
RET/24-25/102725,2024-11-19 15:47:00,UPI / Card Collections,UPI / Card Swipes,0.0,1345.88,Being upi / card collections recorded for UPI / Card Swipes,Grocery Section,cashier_rahul
RET/24-25/108956,2024-06-27 09:29:00,UPI / Card Collections,UPI / Card Swipes,0.0,295.36,Being upi / card collections recorded for UPI / Card Swipes,Retail Counter 1,cashier_priya
RET/24-25/120091,2025-02-26 21:56:00,UPI / Card Collections,Walk-in Customer,0.0,477.99,Being upi / card collections recorded for Walk-in Customer,Retail Counter 2,cashier_amit
RET/24-25/115205,2024-04-14 10:13:00,UPI / Card Collections,Walk-in Customer,0.0,2946.44,Being upi / card collections recorded for Walk-in Customer,Retail Counter 2,cashier_priya
RET/24-25/123531,2024-11-28 21:42:00,POS Cash Sales,Walk-in Customer,0.0,592.19,Being pos cash sales recorded for Walk-in Customer,Express Checkout,cashier_amit
RET/24-25/124919,2025-01-20 21:42:00,Vendor Purchase - Staples,QuickMart Distributor,1635.63,0.0,Being vendor purchase - staples recorded for QuickMart Distributor,Dairy Section,cashier_amit
RET/24-25/105086,2024-08-06 18:27:00,Petty Cash Expenses,SafeGuard Security Agency,1310.14,0.0,Being petty cash expenses recorded for SafeGuard Security Agency,Store Godown,store_mgr_sharma
RET/24-25/120318,2024-12-22 13:11:00,Vendor Purchase - Staples,Rapid Logistics Services,284.07,0.0,Being vendor purchase - staples recorded for Rapid Logistics Services,Retail Counter 2,cashier_rahul
RET/24-25/107806,2024-05-01 21:48:00,Vendor Purchase - Staples,SafeGuard Security Agency,2336.36,0.0,Being vendor purchase - staples recorded for SafeGuard Security Agency,Express Checkout,cashier_priya
RET/24-25/120154,2025-02-04 12:00:00,Vendor Purchase - FMCG,City Bright Electricals,11483.71,0.0,Being vendor purchase - fmcg recorded for City Bright Electricals,Grocery Section,store_mgr_sharma
RET/24-25/109622,2024-12-22 16:53:00,POS Cash Sales,Walk-in Customer,0.0,1697.35,Being pos cash sales recorded for Walk-in Customer,Express Checkout,accountant_verma
RET/24-25/102609,2025-03-07 10:39:00,POS Cash Sales,UPI / Card Swipes,0.0,7025.75,Being pos cash sales recorded for UPI / Card Swipes,Retail Counter 2,cashier_priya
RET/24-25/106338,2024-05-29 20:54:00,UPI / Card Collections,Walk-in Customer,0.0,1604.77,Being upi / card collections recorded for Walk-in Customer,Dairy Section,accountant_verma
RET/24-25/125270,2025-01-20 11:03:00,UPI / Card Collections,UPI / Card Swipes,0.0,1009.87,Being upi / card collections recorded for UPI / Card Swipes,Grocery Section,cashier_rahul
RET/24-25/112358,2024-06-26 13:48:00,Vendor Purchase - FMCG,Anand Stationary,650.01,0.0,Being vendor purchase - fmcg recorded for Anand Stationary,Grocery Section,cashier_rahul
RET/24-25/124555,2024-10-29 20:46:00,POS Cash Sales,UPI / Card Swipes,0.0,1583.52,Being pos cash sales recorded for UPI / Card Swipes,Express Checkout,store_mgr_sharma
RET/24-25/117196,2024-04-19 18:39:00,UPI / Card Collections,Walk-in Customer,0.0,6060.67,Being upi / card collections recorded for Walk-in Customer,Retail Counter 2,cashier_amit
RET/24-25/115465,2025-01-10 11:55:00,UPI / Card Collections,Walk-in Customer,0.0,9826.83,Being upi / card collections recorded for Walk-in Customer,Express Checkout,cashier_rahul
RET/24-25/103572,2024-10-25 09:23:00,Director / Owner Drawings,Daily Fresh Veggies Co.,2032.5,0.0,Being director / owner drawings recorded for Daily Fresh Veggies Co.,Express Checkout,store_mgr_sharma
RET/24-25/SUN-300154,2024-08-25 22:49:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4903.49,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/121912,2024-12-25 13:41:00,POS Cash Sales,UPI / Card Swipes,0.0,6200.23,Being pos cash sales recorded for UPI / Card Swipes,Dairy Section,store_mgr_sharma
RET/24-25/106747,2024-12-29 14:28:00,POS Cash Sales,Walk-in Customer,0.0,2627.23,Being pos cash sales recorded for Walk-in Customer,Store Godown,cashier_rahul
RET/24-25/111756,2024-06-16 16:21:00,Vendor Purchase - Staples,Hindustan Consumer Supplies,1515.55,0.0,Being vendor purchase - staples recorded for Hindustan Consumer Supplies,Grocery Section,store_mgr_sharma
RET/24-25/104487,2024-10-14 15:11:00,Staff Welfare & Tea,Amul Dairy Dist.,631.88,0.0,Being staff welfare & tea recorded for Amul Dairy Dist.,Back Office,cashier_rahul
RET/24-25/109262,2025-02-19 18:11:00,Shop Rent & Maintenance,City Bright Electricals,2964.29,0.0,Being shop rent & maintenance recorded for City Bright Electricals,Dairy Section,store_mgr_sharma
RET/24-25/118475,2024-08-13 17:23:00,POS Cash Sales,Walk-in Customer,0.0,7486.74,Being pos cash sales recorded for Walk-in Customer,Dairy Section,cashier_amit
RET/24-25/118904,2025-02-21 13:49:00,UPI / Card Collections,Walk-in Customer,0.0,494.77,Being upi / card collections recorded for Walk-in Customer,Retail Counter 1,cashier_rahul
RET/24-25/116321,2025-03-28 09:14:00,POS Cash Sales,Walk-in Customer,0.0,265.01,Being pos cash sales recorded for Walk-in Customer,Grocery Section,store_mgr_sharma
RET/24-25/100711,2024-10-12 21:22:00,Vendor Purchase - FMCG,Cashier Petty Cash Pool,1181.18,0.0,Being vendor purchase - fmcg recorded for Cashier Petty Cash Pool,Store Godown,cashier_priya
RET/24-25/100724,2024-09-22 14:52:00,POS Cash Sales,Walk-in Customer,0.0,1672.58,Being pos cash sales recorded for Walk-in Customer,Store Godown,store_mgr_sharma
RET/24-25/RND-201295,2024-08-02 18:56:00,Petty Cash Expenses,Cashier Petty Cash Pool,20000.0,0.0,Urgent cash settlement round voucher - Petty Cash Expenses,Back Office,cashier_amit
RET/24-25/SUN-300784,2024-06-02 22:11:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4608.53,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/110480,2025-01-16 10:26:00,UPI / Card Collections,Walk-in Customer,0.0,5644.26,Being upi / card collections recorded for Walk-in Customer,Express Checkout,store_mgr_sharma
RET/24-25/103434,2025-03-26 21:22:00,UPI / Card Collections,UPI / Card Swipes,0.0,25697.91,Being upi / card collections recorded for UPI / Card Swipes,Dairy Section,accountant_verma
RET/24-25/112679,2024-05-05 17:33:00,POS Cash Sales,Walk-in Customer,0.0,1740.61,Being pos cash sales recorded for Walk-in Customer,Back Office,cashier_amit
RET/24-25/104462,2024-07-09 09:56:00,Vendor Purchase - FMCG,Sundry Creditors Pool,4007.96,0.0,Being vendor purchase - fmcg recorded for Sundry Creditors Pool,Express Checkout,cashier_priya
RET/24-25/123263,2024-07-18 17:22:00,Electricity & Utilities,Cashier Petty Cash Pool,2156.21,0.0,Being electricity & utilities recorded for Cashier Petty Cash Pool,Store Godown,cashier_priya
RET/24-25/100921,2024-08-07 09:31:00,Vendor Purchase - Staples,Anand Stationary,352.67,0.0,Being vendor purchase - staples recorded for Anand Stationary,Express Checkout,accountant_verma
RET/24-25/101394,2024-11-28 09:55:00,UPI / Card Collections,Walk-in Customer,0.0,833.04,Being upi / card collections recorded for Walk-in Customer,Retail Counter 2,cashier_amit
RET/24-25/104328,2024-12-04 20:15:00,Packaging Materials,Parle & Britannia Agency,12200.92,0.0,Being packaging materials recorded for Parle & Britannia Agency,Store Godown,accountant_verma
RET/24-25/105059,2024-10-28 19:58:00,POS Cash Sales,UPI / Card Swipes,0.0,771.97,Being pos cash sales recorded for UPI / Card Swipes,Retail Counter 2,store_mgr_sharma
RET/24-25/SUN-301499,2024-04-14 22:07:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4821.44,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/107073,2024-10-10 13:01:00,UPI / Card Collections,Walk-in Customer,0.0,6210.05,Being upi / card collections recorded for Walk-in Customer,Retail Counter 1,store_mgr_sharma
RET/24-25/120573,2024-07-29 15:55:00,Vendor Purchase - Staples,Sundry Creditors Pool,1285.85,0.0,Being vendor purchase - staples recorded for Sundry Creditors Pool,Back Office,cashier_rahul
RET/24-25/107586,2024-09-26 10:51:00,POS Cash Sales,Walk-in Customer,0.0,346.89,Being pos cash sales recorded for Walk-in Customer,Grocery Section,accountant_verma
RET/24-25/111566,2024-11-22 11:24:00,Vendor Purchase - FMCG,Cashier Petty Cash Pool,1703.09,0.0,Being vendor purchase - fmcg recorded for Cashier Petty Cash Pool,Retail Counter 1,cashier_amit
RET/24-25/100580,2024-08-06 10:29:00,POS Cash Sales,Walk-in Customer,0.0,2079.84,Being pos cash sales recorded for Walk-in Customer,Retail Counter 1,cashier_rahul
RET/24-25/122639,2025-01-01 11:51:00,UPI / Card Collections,Walk-in Customer,0.0,7486.75,Being upi / card collections recorded for Walk-in Customer,Back Office,cashier_rahul
RET/24-25/110509,2024-11-06 17:10:00,UPI / Card Collections,UPI / Card Swipes,0.0,307.85,Being upi / card collections recorded for UPI / Card Swipes,Dairy Section,cashier_priya
RET/24-25/119142,2024-08-07 10:03:00,Vendor Purchase - Staples,Parle & Britannia Agency,282.54,0.0,Being vendor purchase - staples recorded for Parle & Britannia Agency,Back Office,store_mgr_sharma
RET/24-25/121825,2025-01-28 19:53:00,POS Cash Sales,Walk-in Customer,0.0,8386.99,Being pos cash sales recorded for Walk-in Customer,Dairy Section,store_mgr_sharma
RET/24-25/116973,2024-08-18 19:16:00,POS Cash Sales,Walk-in Customer,0.0,366.69,Being pos cash sales recorded for Walk-in Customer,Store Godown,cashier_rahul
RET/24-25/123497,2024-04-05 12:31:00,Vendor Purchase - FMCG,Cashier Petty Cash Pool,1667.84,0.0,Being vendor purchase - fmcg recorded for Cashier Petty Cash Pool,Express Checkout,cashier_amit
RET/24-25/103672,2024-06-05 18:46:00,UPI / Card Collections,Walk-in Customer,0.0,303.1,Being upi / card collections recorded for Walk-in Customer,Dairy Section,accountant_verma
RET/24-25/109812,2024-12-10 11:31:00,Customer Sales Returns & Refunds,UPI / Card Swipes,0.0,2210.06,Being customer sales returns & refunds recorded for UPI / Card Swipes,Store Godown,cashier_priya
RET/24-25/119631,2024-07-01 12:01:00,Petty Cash Expenses,Anand Stationary,16829.16,0.0,Being petty cash expenses recorded for Anand Stationary,Back Office,cashier_rahul
RET/24-25/RND-201801,2025-01-23 12:55:00,Shop Rent & Maintenance,Cashier Petty Cash Pool,100000.0,0.0,Urgent cash settlement round voucher - Shop Rent & Maintenance,Back Office,cashier_amit
RET/24-25/118451,2024-11-19 09:29:00,Vendor Purchase - FMCG,Cashier Petty Cash Pool,3562.32,0.0,Being vendor purchase - fmcg recorded for Cashier Petty Cash Pool,Back Office,cashier_amit
RET/24-25/116831,2024-05-17 11:16:00,Vendor Purchase - FMCG,Shree Ganesh Packaging,3897.28,0.0,Being vendor purchase - fmcg recorded for Shree Ganesh Packaging,Grocery Section,accountant_verma
RET/24-25/104222,2025-01-09 21:57:00,Packaging Materials,Hindustan Consumer Supplies,1329.78,0.0,Being packaging materials recorded for Hindustan Consumer Supplies,Express Checkout,cashier_amit
RET/24-25/108736,2024-06-05 14:22:00,Security & Housekeeping,QuickMart Distributor,1753.35,0.0,Being security & housekeeping recorded for QuickMart Distributor,Store Godown,cashier_amit
RET/24-25/RND-202380,2024-04-05 17:10:00,Petty Cash Expenses,Cashier Petty Cash Pool,75000.0,0.0,Urgent cash settlement round voucher - Petty Cash Expenses,Back Office,cashier_amit
RET/24-25/SUN-301390,2024-07-14 22:35:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4507.4,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/114735,2024-06-03 11:16:00,Vendor Purchase - FMCG,Cashier Petty Cash Pool,157.52,0.0,Being vendor purchase - fmcg recorded for Cashier Petty Cash Pool,Back Office,accountant_verma
RET/24-25/101258,2024-10-05 20:37:00,POS Cash Sales,UPI / Card Swipes,0.0,535.65,Being pos cash sales recorded for UPI / Card Swipes,Retail Counter 1,cashier_priya
RET/24-25/106515,2024-04-01 10:54:00,UPI / Card Collections,Walk-in Customer,0.0,536.56,Being upi / card collections recorded for Walk-in Customer,Dairy Section,accountant_verma
RET/24-25/114653,2024-08-04 15:00:00,UPI / Card Collections,Walk-in Customer,0.0,214.66,Being upi / card collections recorded for Walk-in Customer,Grocery Section,accountant_verma
RET/24-25/103633,2024-10-06 10:27:00,Marketing & Promo Discounts,Daily Fresh Veggies Co.,3524.32,0.0,Being marketing & promo discounts recorded for Daily Fresh Veggies Co.,Retail Counter 1,cashier_rahul
RET/24-25/105063,2024-10-06 09:44:00,Vendor Purchase - FMCG,Rapid Logistics Services,234.3,0.0,Being vendor purchase - fmcg recorded for Rapid Logistics Services,Grocery Section,cashier_amit
RET/24-25/117906,2024-09-12 10:44:00,Freight & Local Cartage,QuickMart Distributor,2537.82,0.0,Being freight & local cartage recorded for QuickMart Distributor,Express Checkout,cashier_rahul
RET/24-25/116794,2024-10-01 15:20:00,Packaging Materials,Shree Ganesh Packaging,4389.59,0.0,Being packaging materials recorded for Shree Ganesh Packaging,Store Godown,cashier_rahul
RET/24-25/108465,2025-03-24 12:28:00,POS Cash Sales,UPI / Card Swipes,0.0,816.09,Being pos cash sales recorded for UPI / Card Swipes,Dairy Section,cashier_priya
RET/24-25/113205,2024-07-07 21:52:00,POS Cash Sales,Walk-in Customer,0.0,240.43,Being pos cash sales recorded for Walk-in Customer,Retail Counter 1,cashier_priya
RET/24-25/119413,2025-03-04 19:23:00,UPI / Card Collections,Walk-in Customer,0.0,1964.1,Being upi / card collections recorded for Walk-in Customer,Retail Counter 1,cashier_priya
RET/24-25/105900,2025-02-25 17:10:00,Petty Cash Expenses,Hindustan Consumer Supplies,1222.57,0.0,Being petty cash expenses recorded for Hindustan Consumer Supplies,Grocery Section,cashier_amit
RET/24-25/107562,2024-05-23 11:12:00,Vendor Purchase - FMCG,Amul Dairy Dist.,4741.82,0.0,Being vendor purchase - fmcg recorded for Amul Dairy Dist.,Retail Counter 1,store_mgr_sharma
RET/24-25/123025,2024-09-05 10:32:00,Vendor Purchase - Staples,Rapid Logistics Services,240.1,0.0,Being vendor purchase - staples recorded for Rapid Logistics Services,Retail Counter 1,cashier_rahul
RET/24-25/115409,2024-04-30 16:20:00,POS Cash Sales,Walk-in Customer,0.0,5029.8,Being pos cash sales recorded for Walk-in Customer,Retail Counter 2,cashier_amit
RET/24-25/120065,2025-03-31 20:40:00,POS Cash Sales,Walk-in Customer,0.0,137.49,Being pos cash sales recorded for Walk-in Customer,Grocery Section,store_mgr_sharma
RET/24-25/109786,2024-07-25 19:45:00,Vendor Purchase - FMCG,Shree Ganesh Packaging,1721.39,0.0,Being vendor purchase - fmcg recorded for Shree Ganesh Packaging,Retail Counter 1,cashier_rahul
RET/24-25/111147,2024-07-17 09:57:00,POS Cash Sales,Walk-in Customer,0.0,2090.56,Being pos cash sales recorded for Walk-in Customer,Retail Counter 1,cashier_rahul
RET/24-25/SUN-301075,2024-10-27 22:53:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4630.08,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/103171,2024-11-01 16:46:00,Staff Welfare & Tea,Anand Stationary,2953.42,0.0,Being staff welfare & tea recorded for Anand Stationary,Retail Counter 1,cashier_priya
RET/24-25/116030,2024-08-27 12:03:00,Staff Welfare & Tea,Cashier Petty Cash Pool,3050.27,0.0,Being staff welfare & tea recorded for Cashier Petty Cash Pool,Grocery Section,store_mgr_sharma
RET/24-25/122013,2024-08-25 16:03:00,UPI / Card Collections,Walk-in Customer,0.0,4512.59,Being upi / card collections recorded for Walk-in Customer,Express Checkout,cashier_rahul
RET/24-25/110830,2025-01-05 15:30:00,POS Cash Sales,UPI / Card Swipes,0.0,8661.24,Being pos cash sales recorded for UPI / Card Swipes,Grocery Section,accountant_verma
RET/24-25/113298,2024-08-19 15:19:00,POS Cash Sales,Walk-in Customer,0.0,328.28,Being pos cash sales recorded for Walk-in Customer,Grocery Section,cashier_priya
RET/24-25/122272,2024-04-08 20:09:00,UPI / Card Collections,UPI / Card Swipes,0.0,688.33,Being upi / card collections recorded for UPI / Card Swipes,Express Checkout,cashier_rahul
RET/24-25/RND-201738,2025-02-17 19:31:00,Marketing & Promo Discounts,Daily Fresh Veggies Co.,100000.0,0.0,Urgent cash settlement round voucher - Marketing & Promo Discounts,Back Office,cashier_amit
RET/24-25/116904,2024-09-23 17:24:00,Vendor Purchase - FMCG,Anand Stationary,681.84,0.0,Being vendor purchase - fmcg recorded for Anand Stationary,Express Checkout,store_mgr_sharma
RET/24-25/105846,2025-02-20 19:10:00,POS Cash Sales,Walk-in Customer,0.0,60201.41,Being pos cash sales recorded for Walk-in Customer,Store Godown,cashier_amit
RET/24-25/115860,2024-11-09 19:58:00,Vendor Purchase - Staples,Parle & Britannia Agency,17016.25,0.0,Being vendor purchase - staples recorded for Parle & Britannia Agency,Store Godown,accountant_verma
RET/24-25/100837,2024-05-11 18:02:00,Vendor Purchase - Staples,City Bright Electricals,365.82,0.0,Being vendor purchase - staples recorded for City Bright Electricals,Dairy Section,accountant_verma
RET/24-25/SUN-302069,2024-12-22 22:55:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4640.61,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/117878,2024-08-09 18:33:00,Vendor Purchase - FMCG,City Bright Electricals,156.73,0.0,Being vendor purchase - fmcg recorded for City Bright Electricals,Retail Counter 1,cashier_rahul
RET/24-25/103887,2025-02-25 14:22:00,POS Cash Sales,UPI / Card Swipes,0.0,1084.9,Being pos cash sales recorded for UPI / Card Swipes,Grocery Section,cashier_rahul
RET/24-25/SUN-301860,2024-04-07 23:37:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4281.7,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
